HostName,Name,IP_DESCRIPTION,DefinitionRecord,IP_PLANT_AREA,IP_ENG_UNITS,IP_VALUE_FORMAT,IP_DC_SIGNIFICANCE,IP_DC_MAX_TIME_INT,IP_GRAPH_MAXIMUM,IP_GRAPH_MINIMUM,IP_STEPPED,IP_MESSAGE_SWITCH,IP_HIGH_HIGH_LIMIT,IP_HIGH_LIMIT,IP_LOW_LIMIT,IP_LOW_LOW_LIMIT,IP_LIMIT_DEADBAND,IP_TREND_VIEW_TIME,IP_REPOSITORY,IP_ARCHIVING,IP_BF_REPOSITORY,IP_BF_ARCHIVING,IP_#_OF_TREND_VALUES,IP_#_OF_BF_VALUES,CIMIO_Definition,CIMIO_Name,CIMIO_IO_RECORD_PROCESSING,CIM_IO_ASYNC,CIMIO_IO_TIMEOUT_VALUE,CIMIO_IO_FREQUENCY,CIMIO_TAG_IO_DATA_TYPE,CIMIO_TAG_IO_VALUE_RECORD,CIMIO_ORIGINAL_Name,IP_VALUE_TIME,IP_VALUE
BEJEMMS01-SV01,TIHE2717B,Température H2O2 distillée,IP_SLV_ADef,H2O2,°C,F 7. 2,0.009999999776482582,360000.0,100.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,IO1-5-1,1,1,150,50,0,TIHE2717B IP_INPUT_VALUE,TIHE2717B,2025-06-24 23:25:54.300,22.83626365661621
BEJEMMS01-SV01,FIP8161,Q Er vers P8353,IP_SLV_ADef,UPHCL,m3/h,F 7. 2,0.5,360000.0,600.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8161 IP_INPUT_VALUE,FIP8161,2016-04-07 08:56:23.100,502.96685791015625
BEJEMMS01-SV01,FIP8252C,Débit sortie chaudière,IP_SLV_ADef,UPHCL,t/h,F 7. 2,0.009999999776482582,360000.0,10.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8252C IP_INPUT_VALUE,FIP8252C,2016-04-07 08:56:23.100,6.822785377502441
BEJEMMS01-SV01,FIP8252E1,Débit 10 b vers réseau,IP_SLV_ADef,UPHCL,t/h,F 7. 2,0.009999999776482582,360000.0,10.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8252E1 IP_INPUT_VALUE,FIP8252E1,2016-04-07 08:56:23.100,6.3689656257629395
BEJEMMS01-SV01,FIP8252E2,Débit 10 b vers UP,IP_SLV_ADef,UPHCL,t/h,F 7. 2,0.009999999776482582,360000.0,10.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8252E2 IP_INPUT_VALUE,FIP8252E2,2016-04-07 05:10:01.700,0.5908054709434509
BEJEMMS01-SV01,FIP8353A,Débit HCL navette Quench,IP_SLV_ADef,UPHCL,m3/h,F 7. 2,0.4000000059604645,360000.0,400.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8353A IP_INPUT_VALUE,FIP8353A,2016-04-07 08:56:23.100,247.037841796875
BEJEMMS01-SV01,FIP8895H,Debit HCL produit,IP_SLV_ADef,UPHCL,L/h,F 7. 3,0.0010000000474974513,360000.0,5000.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8895H IP_INPUT_VALUE,FIP8895H,2016-04-07 08:56:23.100,3692.85009765625
BEJEMMS01-SV01,FIP8650,Débit air sortie Hibon,IP_SLV_ADef,UPHCL,kNm3/h,F 7. 3,0.001500000013038516,360000.0,1.5,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8650 IP_INPUT_VALUE,FIP8650,2016-04-07 08:56:23.100,0.8372578024864197
BEJEMMS01-SV01,FIP8651D,Débit air VTL combustion,IP_SLV_ADef,UPHCL,kNm3/h,F 7. 2,0.012000000104308128,360000.0,12.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8651D IP_INPUT_VALUE,FIP8651D,2016-04-07 08:56:23.100,5.212991714477539
BEJEMMS01-SV01,FIP8850C1,Débit air pulvéris > br,IP_SLV_ADef,UPHCL,m3/h,F 7. 2,0.014999999664723873,360000.0,15.0,0.0,0.0,0.0,,,,,,0,DCS_ARC,1,,,2,,IoGetDef,io2-15-3,0,1,600,150,0,FIP8850C1 IP_INPUT_VALUE,FIP8850C1,2016-04-07 01:30:41.400,0.0
